credito;codigo_ciudad;cliente_tipo_identificacion;codigo_ocupacion;descripcion_ocu
214154;5674;1;T;Transportador
233217;50001;1;J;Independiente Formal
205111;50001;1;J;Independiente Formal
205109;50001;1;J;Independiente Formal
196463;11001;1;I;Independiente
223013;85001;1;K;Independiente Informal
193227;50226;1;I;Independiente
220353;50313;1;J;Independiente Formal
173062;50001;1;;
226215;50287;1;R;Rentista de Capital
234257;50124;1;C;Agricultor
205992;50001;1;F;Empleado ER
190697;50001;1;F;Empleado ER
229697;50001;1;F;Empleado ER
155054;11001;1;I;Independiente
210434;50001;1;F;Empleado ER
215761;50606;1;F;Empleado ER
184113;85001;1;C;Agricultor
214099;11001;1;E;Empleado
221675;50001;1;N;Comerciante
193810;50001;1;I;Independiente
190966;50001;1;I;Independiente
174238;85440;1;T;Transportador
171722;50001;1;;
172266;50001;1;T;Transportador
209513;50001;1;T;Transportador
147957;85001;1;;
178016;50001;1;;
187302;50001;1;;
200578;50001;1;J;Independiente Formal
204930;50001;1;J;Independiente Formal
169888;50001;1;H;Empleado ENR
209689;50001;1;J;Independiente Formal
220095;50001;1;J;Independiente Formal
221667;50001;1;I;Independiente
148759;50313;1;;
219158;50001;1;N;Comerciante
236767;50001;1;K;Independiente Informal
192668;11001;1;E;Empleado
224029;50150;1;J;Independiente Formal
130152;50001;1;;
184543;50001;1;J;Independiente Formal
201306;50001;1;J;Independiente Formal
209368;50001;1;G;Ganadero
191866;50001;1;F;Empleado ER
177851;50001;1;J;Independiente Formal
222088;50001;1;J;Independiente Formal
184749;50001;1;J;Independiente Formal
204420;50001;1;F;Empleado ER
230908;50330;1;F;Empleado ER
214310;50606;1;J;Independiente Formal
181794;50001;1;;
220137;50606;1;J;Independiente Formal
216478;85250;1;G;Ganadero
199219;50001;1;I;Independiente
174223;50001;1;I;Independiente
212560;50001;1;F;Empleado ER
212987;25175;1;I;Independiente
190855;50001;1;T;Transportador
222222;50001;1;T;Transportador
172953;50001;1;H;Empleado ENR
154115;50001;1;E;Empleado
170561;50001;1;I;Independiente
188930;50606;1;I;Independiente
225518;50001;1;G;Ganadero
147522;50001;1;J;Independiente Formal
194543;50006;1;F;Empleado ER
174442;50006;1;F;Empleado ER
228834;50001;1;P;Pensionado
236328;50400;1;C;Agricultor
220639;11001;1;F;Empleado ER
233494;50001;1;N;Comerciante
184534;50001;1;J;Independiente Formal
219225;50001;1;F;Empleado ER
212287;50313;1;T;Transportador
169831;50313;1;I;Independiente
128977;50001;1;E;Empleado
187737;50400;1;G;Ganadero
106266;50313;1;I;Independiente
154501;50001;1;E;Empleado
223354;50001;1;F;Empleado ER
211279;50006;1;J;Independiente Formal
203312;50313;1;K;Independiente Informal
235314;25290;1;F;Empleado ER
214832;11001;1;K;Independiente Informal
131731;25899;1;;
148715;50287;1;I;Independiente
161498;11001;1;I;Independiente
183016;50287;1;R;Rentista de Capital
171440;25754;1;J;Independiente Formal
85171;50287;1;I;Independiente
183714;50313;1;C;Agricultor
219001;11001;1;F;Empleado ER
211795;50124;1;C;Agricultor
174016;85440;1;T;Transportador
223400;85440;1;T;Transportador
152642;50001;1;;
164420;50110;1;;
226700;50124;1;T;Transportador
223700;50001;1;O;Contratista
216715;50001;1;N;Comerciante
169179;50001;1;R;Rentista de Capital
178688;11001;1;H;Empleado ENR
149852;50001;1;E;Empleado
204886;50001;1;F;Empleado ER
172120;50001;1;;
226229;73148;1;P;Pensionado
145370;50001;1;I;Independiente
152296;25126;1;I;Independiente
179501;50001;1;J;Independiente Formal
230530;50001;1;K;Independiente Informal
153082;85001;1;E;Empleado
182894;50001;1;F;Empleado ER
159920;50001;1;;
211556;50001;1;H;Empleado ENR
157816;11001;1;I;Independiente
190801;50001;1;;
182976;50001;1;F;Empleado ER
185827;63594;1;;
221120;50001;1;G;Ganadero
198317;11001;1;I;Independiente
121282;50001;1;I;Independiente
213452;50001;1;J;Independiente Formal
190955;50001;1;;
152439;50001;1;;
182960;50001;1;F;Empleado ER
53201;50001;1;E;Empleado
198321;50001;1;J;Independiente Formal
227947;50313;1;J;Independiente Formal
197862;50001;1;J;Independiente Formal
188262;50001;1;J;Independiente Formal
152479;50606;1;E;Empleado
156988;50001;1;I;Independiente
187984;50001;1;F;Empleado ER
212378;50001;1;F;Empleado ER
173610;50001;1;;
198865;11001;1;F;Empleado ER
139258;50001;1;E;Empleado
235211;85001;1;K;Independiente Informal
160600;5631;1;E;Empleado
226557;15238;1;T;Transportador
160296;50313;1;I;Independiente
189272;85410;1;F;Empleado ER
174178;50001;1;R;Rentista de Capital
182107;50606;1;I;Independiente
221068;50001;1;T;Transportador
230646;11001;1;K;Independiente Informal
176622;11001;1;P;Pensionado
236120;50001;1;N;Comerciante
167694;50001;1;I;Independiente
216816;50001;1;N;Comerciante
144798;50001;1;I;Independiente
199527;85440;1;H;Empleado ENR
194012;85440;1;T;Transportador
209561;50001;1;T;Transportador
43509;11001;1;E;Empleado
184670;50001;1;T;Transportador
202974;25843;1;J;Independiente Formal
202607;50001;1;F;Empleado ER
163556;85162;1;I;Independiente
182134;50001;1;;
178140;50001;1;T;Transportador
211064;50001;1;J;Independiente Formal
209044;85001;1;T;Transportador
217425;50001;1;F;Empleado ER
216505;50001;1;J;Independiente Formal
212655;50001;1;H;Empleado ENR
186054;50001;1;G;Ganadero
212911;50001;1;P;Pensionado
222746;15599;1;K;Independiente Informal
188765;50001;1;;
216973;50001;1;T;Transportador
185724;50001;1;J;Independiente Formal
231448;50001;1;F;Empleado ER
180326;50001;1;F;Empleado ER
137945;50226;1;I;Independiente
180820;50001;1;;
199494;50001;1;H;Empleado ENR
193558;50001;1;J;Independiente Formal
236875;50001;1;O;Contratista
223807;50006;1;H;Empleado ENR
142846;50001;1;I;Independiente
194576;50001;1;J;Independiente Formal
183906;50001;1;J;Independiente Formal
221326;50001;1;I;Independiente
165388;50001;1;E;Empleado
195495;50001;1;J;Independiente Formal
152857;50001;1;E;Empleado
230595;50001;1;O;Contratista
151825;50001;1;;
184433;50001;1;F;Empleado ER
184693;50006;1;K;Independiente Informal
120165;50001;1;;
92091;50001;1;E;Empleado
194641;50001;1;G;Ganadero
170148;50006;1;;
173857;50313;1;N;Comerciante
130467;50001;1;E;Empleado
156979;50001;1;;
129091;50001;1;J;Independiente Formal
222609;50568;1;H;Empleado ENR
191975;50001;1;T;Transportador
222706;50001;1;K;Independiente Informal
178151;11001;1;E;Empleado
228982;50606;1;J;Independiente Formal
182015;50001;1;N;Comerciante
123623;50001;1;;
225255;25175;1;N;Comerciante
223238;5376;1;J;Independiente Formal
152175;50001;1;;
196802;11001;1;F;Empleado ER
171780;11001;1;O;Contratista
108199;50001;1;E;Empleado
208566;50001;1;K;Independiente Informal
196119;50150;1;J;Independiente Formal
213856;50001;1;J;Independiente Formal
226287;50313;1;J;Independiente Formal
213377;50001;1;J;Independiente Formal
182584;50001;1;J;Independiente Formal
143094;50001;1;G;Ganadero
152141;50001;1;E;Empleado
222919;50001;1;F;Empleado ER
224296;50001;1;F;Empleado ER
198697;50001;1;;
214347;50001;1;K;Independiente Informal
195260;50001;1;J;Independiente Formal
220175;50001;1;J;Independiente Formal
158844;50001;1;I;Independiente
221013;50001;1;J;Independiente Formal
206487;50001;1;J;Independiente Formal
135004;50001;1;I;Independiente
227878;50001;1;T;Transportador
222714;50001;1;R;Rentista de Capital
208943;50001;1;J;Independiente Formal
234473;50001;1;J;Independiente Formal
156594;50001;1;I;Independiente
201490;50001;1;K;Independiente Informal
223152;50001;1;J;Independiente Formal
152872;50006;1;I;Independiente
237331;50001;1;T;Transportador
223253;50001;1;N;Comerciante
216684;50001;1;T;Transportador
221625;50001;1;N;Comerciante
222645;11001;1;J;Independiente Formal
218263;41001;1;J;Independiente Formal
176478;50001;1;;
188664;50001;1;F;Empleado ER
188483;11001;1;;
210532;50001;1;T;Transportador
194688;50001;1;J;Independiente Formal
214290;50001;1;F;Empleado ER
78394;50001;1;I;Independiente
229775;50001;1;G;Ganadero
231539;50606;1;J;Independiente Formal
204569;50001;1;F;Empleado ER
210896;50001;1;J;Independiente Formal
232119;50001;1;J;Independiente Formal
196514;50001;1;H;Empleado ENR
229586;85250;1;G;Ganadero
171247;50001;1;I;Independiente
202595;50001;1;F;Empleado ER
222174;50001;1;F;Empleado ER
236047;50001;1;F;Empleado ER
201691;50001;1;H;Empleado ENR
228850;50001;1;H;Empleado ENR
179213;25175;1;I;Independiente
206693;50001;1;T;Transportador
128017;50001;1;E;Empleado
177385;50001;1;F;Empleado ER
149622;50001;1;E;Empleado
182422;50001;1;;
160614;50001;1;H;Empleado ENR
211886;50006;1;C;Agricultor
217495;50006;1;J;Independiente Formal
203392;50001;1;F;Empleado ER
189822;50001;1;F;Empleado ER
92948;85250;1;I;Independiente
174296;50001;1;H;Empleado ENR
199067;50001;1;J;Independiente Formal
115384;50001;1;E;Empleado
162538;50001;1;;
186454;50001;1;O;Contratista
167104;50001;1;E;Empleado
235526;85001;1;F;Empleado ER
202049;50001;1;J;Independiente Formal
204168;50001;1;E;Empleado
206672;50001;1;H;Empleado ENR
226170;50001;1;J;Independiente Formal
180061;85250;1;F;Empleado ER
213893;73001;1;F;Empleado ER
183665;50001;1;J;Independiente Formal
198720;50001;1;J;Independiente Formal
193237;50001;1;T;Transportador
206342;50001;1;J;Independiente Formal
196909;50001;1;I;Independiente
126693;50001;1;;
229466;50001;1;N;Comerciante
129807;85001;1;;
233523;50001;1;J;Independiente Formal
172614;50001;1;F;Empleado ER
221650;50606;1;I;Independiente
191317;50001;1;K;Independiente Informal
182810;50313;1;K;Independiente Informal
188971;50001;1;J;Independiente Formal
210865;50568;1;F;Empleado ER
205538;50001;1;J;Independiente Formal
217072;50001;1;F;Empleado ER
227251;50001;1;G;Ganadero
145558;50001;1;E;Empleado
207574;50001;1;T;Transportador
158344;50001;1;I;Independiente
184115;50001;1;C;Agricultor
131157;50350;1;;
226207;11001;1;J;Independiente Formal
169966;50001;1;O;Contratista
206159;50001;1;G;Ganadero
177458;50001;1;J;Independiente Formal
164705;50001;1;I;Independiente
191514;50001;1;N;Comerciante
172586;50001;1;I;Independiente
171091;50001;1;J;Independiente Formal
169662;50001;1;J;Independiente Formal
107760;50001;1;I;Independiente
170108;50001;1;;
231324;50006;1;F;Empleado ER
215478;50001;1;J;Independiente Formal
148064;50001;1;I;Independiente
196608;50001;1;F;Empleado ER
199409;50001;1;J;Independiente Formal
219062;50001;1;H;Empleado ENR
188816;50001;1;F;Empleado ER
200579;50001;1;I;Independiente
230442;50001;1;J;Independiente Formal
138359;50001;1;I;Independiente
195932;50001;1;N;Comerciante
214335;50001;1;F;Empleado ER
198293;50606;1;J;Independiente Formal
192422;50001;1;F;Empleado ER
191491;54874;1;J;Independiente Formal
210188;50001;1;P;Pensionado
211665;50001;1;F;Empleado ER
215142;50001;1;K;Independiente Informal
193472;50001;1;J;Independiente Formal
179191;50006;1;;
213976;50001;1;K;Independiente Informal
209536;50001;1;F;Empleado ER
209450;50001;1;F;Empleado ER
231358;11001;1;T;Transportador
175700;68001;1;J;Independiente Formal
221144;50001;1;F;Empleado ER
190907;50001;1;;
228842;50001;1;J;Independiente Formal
228199;50001;1;K;Independiente Informal
85545;50001;1;I;Independiente
170154;50001;1;;
191836;50001;1;F;Empleado ER
215056;50001;1;N;Comerciante
192525;50573;1;J;Independiente Formal
224887;50001;1;F;Empleado ER
200726;11001;1;F;Empleado ER
178696;50001;1;J;Independiente Formal
203432;50001;1;J;Independiente Formal
206965;11001;1;J;Independiente Formal
231834;50001;1;G;Ganadero
178391;50251;1;C;Agricultor
212873;50001;1;J;Independiente Formal
231628;25286;1;P;Pensionado
171196;50001;1;;
192472;50001;1;P;Pensionado
208400;25269;1;F;Empleado ER
211858;50001;1;F;Empleado ER
211316;50006;1;J;Independiente Formal
235857;50001;1;J;Independiente Formal
127595;50001;1;E;Empleado
157115;50001;1;I;Independiente
169129;50573;1;T;Transportador
172183;50001;1;H;Empleado ENR
224369;50001;1;N;Comerciante
176254;50001;1;;
216415;50001;1;J;Independiente Formal
158991;50001;1;E;Empleado
149393;5001;1;E;Empleado
183453;50001;1;P;Pensionado
83384;50001;1;I;Independiente
201896;50001;1;O;Contratista
190266;50001;1;J;Independiente Formal
184341;50001;1;F;Empleado ER
189917;50001;1;C;Agricultor
142168;50001;1;;
186586;25290;1;F;Empleado ER
184029;50001;1;H;Empleado ENR
218191;50001;1;G;Ganadero
183018;50001;1;F;Empleado ER
194435;11001;1;H;Empleado ENR
197180;50006;1;T;Transportador
131217;50689;1;I;Independiente
190963;50001;1;F;Empleado ER
175025;50001;1;J;Independiente Formal
156449;50223;1;I;Independiente
135477;50001;1;I;Independiente
203382;50001;1;F;Empleado ER
231081;50573;1;F;Empleado ER
224565;50001;1;C;Agricultor
169987;50001;1;F;Empleado ER
226818;50001;1;J;Independiente Formal
195541;50001;1;J;Independiente Formal
223131;50001;1;O;Contratista
84347;50573;1;I;Independiente
150254;50001;1;;
224519;50001;1;K;Independiente Informal
236215;50001;1;F;Empleado ER
171528;50001;1;;
44518;50001;1;I;Independiente
190112;50001;1;F;Empleado ER
142554;50001;1;I;Independiente
207502;11001;1;F;Empleado ER
131807;76001;1;E;Empleado
198676;50001;1;E;Empleado
161673;50001;1;E;Empleado
125505;50001;1;I;Independiente
169187;50001;1;F;Empleado ER
201871;50001;1;J;Independiente Formal
174351;50001;1;J;Independiente Formal
175914;50001;1;N;Comerciante
223481;11001;1;H;Empleado ENR
220549;11001;1;J;Independiente Formal
170230;50226;1;F;Empleado ER
218256;85001;1;N;Comerciante
119008;50001;1;;
188222;50001;1;F;Empleado ER
191504;85125;1;G;Ganadero
178563;50001;1;;
211636;50006;1;T;Transportador
230846;85001;1;J;Independiente Formal
207092;50001;1;G;Ganadero
229195;50001;1;G;Ganadero
236339;85001;1;F;Empleado ER
227468;11001;1;K;Independiente Informal
172355;50001;1;J;Independiente Formal
139276;11001;1;E;Empleado
191623;50313;1;C;Agricultor
143748;50313;1;J;Independiente Formal
136687;50001;1;E;Empleado
145214;11001;1;I;Independiente
196270;50001;1;E;Empleado
162272;50001;1;G;Ganadero
146294;50001;1;E;Empleado
232898;8001;1;F;Empleado ER
114659;25530;1;I;Independiente
208679;50568;1;H;Empleado ENR
188882;50001;1;J;Independiente Formal
173264;11001;1;H;Empleado ENR
189982;50001;1;G;Ganadero
187632;50001;1;J;Independiente Formal
217747;50001;1;F;Empleado ER
186439;50568;1;F;Empleado ER
231011;50001;1;N;Comerciante
161974;50001;1;E;Empleado
206108;50001;1;F;Empleado ER
189013;50001;1;J;Independiente Formal
175957;50001;1;;
219406;50001;1;H;Empleado ENR
202426;50001;1;K;Independiente Informal
183215;85440;1;J;Independiente Formal
113589;50001;1;I;Independiente
180552;50568;1;T;Transportador
133790;11001;1;E;Empleado
203108;50001;1;R;Rentista de Capital
202669;50001;1;G;Ganadero
199525;50001;1;C;Agricultor
216287;50313;1;F;Empleado ER
176798;50001;1;;
159688;50001;1;E;Empleado
206659;11001;1;F;Empleado ER
232204;50001;1;T;Transportador
154073;50001;1;I;Independiente
181237;50313;1;G;Ganadero
172488;50001;1;;
180437;50001;1;F;Empleado ER
212048;50006;1;F;Empleado ER
186968;85263;1;;
218207;50001;1;F;Empleado ER
208281;50001;1;J;Independiente Formal
203280;50001;1;F;Empleado ER
189889;50001;1;N;Comerciante
236844;50001;1;H;Empleado ENR
183637;50001;1;;
182809;50606;1;J;Independiente Formal
119210;50001;1;E;Empleado
216537;11001;1;J;Independiente Formal
229930;50001;1;J;Independiente Formal
216216;50568;1;F;Empleado ER
220529;50568;1;T;Transportador
230553;50568;1;J;Independiente Formal
221117;50001;1;N;Comerciante
198075;50001;1;;
223717;50568;1;J;Independiente Formal
171985;50006;1;;
134537;11001;1;I;Independiente
186125;86865;1;F;Empleado ER
185118;50001;1;;
139827;50001;1;I;Independiente
217083;50001;1;N;Comerciante
235417;50313;1;N;Comerciante
224993;50001;1;K;Independiente Informal
225096;50006;1;F;Empleado ER
178914;11001;1;J;Independiente Formal
190991;50001;1;;
172506;50001;1;;
220595;50001;1;F;Empleado ER
215064;50001;1;J;Independiente Formal
226083;50001;1;J;Independiente Formal
200167;50006;1;F;Empleado ER
199505;11001;1;H;Empleado ENR
140067;11001;1;;
227902;5266;1;J;Independiente Formal
152529;11001;1;E;Empleado
231611;76364;1;J;Independiente Formal
225113;52001;1;K;Independiente Informal
187641;76001;1;J;Independiente Formal
183425;52356;1;T;Transportador
210390;25899;1;N;Comerciante
155482;66001;1;K;Independiente Informal
233614;76001;1;F;Empleado ER
208882;76001;1;R;Rentista de Capital
170965;11001;1;J;Independiente Formal
197812;11001;1;J;Independiente Formal
166427;11001;1;E;Empleado
204225;41298;1;C;Agricultor
235598;11001;1;J;Independiente Formal
176117;13001;1;F;Empleado ER
209452;76520;1;T;Transportador
171050;11001;1;K;Independiente Informal
236506;76001;1;F;Empleado ER
181758;63001;1;H;Empleado ENR
232525;11001;1;N;Comerciante
130757;11001;1;I;Independiente
229685;5001;1;F;Empleado ER
236540;11001;1;J;Independiente Formal
217478;50001;1;F;Empleado ER
186323;76364;1;C;Agricultor
215781;76001;1;J;Independiente Formal
164504;11001;1;I;Independiente
175288;11001;1;J;Independiente Formal
217650;11001;1;R;Rentista de Capital
220304;11001;1;K;Independiente Informal
178059;52356;1;P;Pensionado
138692;76001;1;E;Empleado
163131;11001;1;E;Empleado
184997;11001;1;E;Empleado
215848;54405;1;N;Comerciante
217834;54405;1;J;Independiente Formal
181776;15238;1;P;Pensionado
221482;54001;1;J;Independiente Formal
232313;54553;1;K;Independiente Informal
215441;68001;1;T;Transportador
220366;54001;1;H;Empleado ENR
143180;8001;1;I;Independiente
220157;54874;1;H;Empleado ENR
231627;54720;1;J;Independiente Formal
201190;54518;1;J;Independiente Formal
208129;11001;1;T;Transportador
226633;68432;1;J;Independiente Formal
185811;68001;1;F;Empleado ER
218701;68001;1;F;Empleado ER
206470;54001;1;N;Comerciante
234564;54001;1;F;Empleado ER
207908;81001;1;T;Transportador
219946;54405;1;J;Independiente Formal
215424;68001;1;K;Independiente Informal
155052;76001;1;I;Independiente
222907;54001;1;T;Transportador
232934;54001;1;J;Independiente Formal
225481;54001;1;J;Independiente Formal
187287;54001;1;;
226566;11001;1;H;Empleado ENR
225384;54498;1;J;Independiente Formal
185660;68001;1;J;Independiente Formal
184835;11001;1;E;Empleado
201078;11001;1;F;Empleado ER
209641;54498;1;J;Independiente Formal
232036;11001;1;F;Empleado ER
189454;25473;1;N;Comerciante
223763;11001;1;K;Independiente Informal
191255;76001;1;J;Independiente Formal
143464;13001;1;E;Empleado
237138;54001;1;H;Empleado ENR
226632;54001;1;J;Independiente Formal
137043;50001;1;P;Pensionado
189408;11001;1;;
177896;54518;1;T;Transportador
179534;11001;1;;
224402;54405;1;C;Agricultor
186705;15759;1;F;Empleado ER
153256;54518;1;I;Independiente
217909;54001;1;T;Transportador
225374;68001;1;H;Empleado ENR
142858;68001;1;I;Independiente
219455;11001;1;J;Independiente Formal
201397;68001;1;E;Empleado
137537;11001;1;E;Empleado
191798;54174;1;J;Independiente Formal
227702;54874;1;J;Independiente Formal
76214;54125;1;I;Independiente
229504;54743;1;F;Empleado ER
233144;68001;1;T;Transportador
234394;54518;1;T;Transportador
220789;68001;1;J;Independiente Formal
163181;54810;1;T;Transportador
219213;54001;1;F;Empleado ER
203691;54001;1;K;Independiente Informal
205880;54001;1;T;Transportador
214192;73001;1;K;Independiente Informal
160689;85001;1;;
215106;54001;1;T;Transportador
233389;54001;1;H;Empleado ENR
228845;54001;1;T;Transportador
200324;11001;1;J;Independiente Formal
199024;25817;1;P;Pensionado
233670;11001;1;O;Contratista
196527;54874;1;F;Empleado ER
219934;11001;1;F;Empleado ER
237135;50313;1;P;Pensionado
230696;54001;1;J;Independiente Formal
221992;11001;1;T;Transportador
229892;11001;1;K;Independiente Informal
207176;54874;1;K;Independiente Informal
160784;11001;1;E;Empleado
189409;13688;1;J;Independiente Formal
193553;54874;1;R;Rentista de Capital
212210;50318;1;K;Independiente Informal
230401;54001;1;J;Independiente Formal
132485;54001;1;;
231986;68001;1;E;Empleado
217963;54001;1;F;Empleado ER
120750;11001;1;;
209800;81001;1;T;Transportador
205849;54001;1;J;Independiente Formal
225542;11001;1;T;Transportador
219028;54001;1;T;Transportador
220335;54874;1;J;Independiente Formal
231875;73624;1;K;Independiente Informal
236786;11001;1;J;Independiente Formal
188270;25290;1;R;Rentista de Capital
210274;68081;1;J;Independiente Formal
179083;54001;1;T;Transportador
128321;54001;1;;
166310;25126;1;;
225343;54874;1;F;Empleado ER
216273;54001;1;F;Empleado ER
230818;54001;1;J;Independiente Formal
228151;68406;1;J;Independiente Formal
208730;54001;1;J;Independiente Formal
116227;11001;1;I;Independiente
213831;11001;1;H;Empleado ENR
213767;54001;1;J;Independiente Formal
214970;25175;1;J;Independiente Formal
212082;11001;1;P;Pensionado
213473;5001;1;F;Empleado ER
223668;25473;1;T;Transportador
201753;54001;1;J;Independiente Formal
200723;54001;1;P;Pensionado
233251;54405;1;J;Independiente Formal
227485;54405;1;T;Transportador
185657;11001;1;R;Rentista de Capital
187553;54001;1;J;Independiente Formal
178870;54001;1;;
215257;54001;1;J;Independiente Formal
223269;68001;1;J;Independiente Formal
153410;11001;1;E;Empleado
179199;54001;1;J;Independiente Formal
180115;11001;1;I;Independiente
229023;68547;1;J;Independiente Formal
176791;11001;1;J;Independiente Formal
196158;11001;1;F;Empleado ER
202547;54001;1;H;Empleado ENR
217357;54405;1;J;Independiente Formal
211582;5266;1;J;Independiente Formal
198567;68001;1;F;Empleado ER
191856;15001;1;;
219666;76364;1;N;Comerciante
192296;11001;1;K;Independiente Informal
185023;11001;1;F;Empleado ER
218089;54001;1;J;Independiente Formal
215261;54874;1;J;Independiente Formal
228068;54001;1;J;Independiente Formal
211829;54518;1;T;Transportador
210856;54001;1;J;Independiente Formal
180965;11001;1;;
145258;11001;1;E;Empleado
207568;54001;1;J;Independiente Formal
222681;54874;1;J;Independiente Formal
203595;54405;1;F;Empleado ER
231257;54001;1;J;Independiente Formal
190283;54405;1;F;Empleado ER
230973;54001;1;T;Transportador
163678;11001;1;I;Independiente
232089;54001;1;H;Empleado ENR
226464;54001;1;J;Independiente Formal
216607;25875;1;H;Empleado ENR
217331;54001;1;J;Independiente Formal
183353;68307;1;F;Empleado ER
192483;54001;1;H;Empleado ENR
202937;54001;1;H;Empleado ENR
186382;54405;1;T;Transportador
197355;11001;1;E;Empleado
182972;54405;1;H;Empleado ENR
237272;54405;1;T;Transportador
237407;54001;1;J;Independiente Formal
236606;11001;1;E;Empleado
227284;11001;1;N;Comerciante
228101;54405;1;J;Independiente Formal
180164;11001;1;J;Independiente Formal
210979;54874;1;J;Independiente Formal
207174;11001;1;O;Contratista
229735;54810;1;F;Empleado ER
211105;54518;1;T;Transportador
231038;11001;1;F;Empleado ER
220234;11001;1;J;Independiente Formal
154762;13001;1;I;Independiente
121225;11001;1;I;Independiente
181520;68001;1;F;Empleado ER
226189;54001;1;J;Independiente Formal
212955;54001;1;J;Independiente Formal
232059;68001;1;J;Independiente Formal
223974;25269;1;H;Empleado ENR
213160;54405;1;J;Independiente Formal
136058;11001;1;E;Empleado
174881;11001;1;F;Empleado ER
146886;11001;1;E;Empleado
223015;54405;1;J;Independiente Formal
232093;54001;1;J;Independiente Formal
195975;5318;1;J;Independiente Formal
216113;54001;1;F;Empleado ER
237202;54001;1;J;Independiente Formal
222812;54001;1;J;Independiente Formal
230625;54001;1;J;Independiente Formal
227040;11001;1;J;Independiente Formal
231494;54874;1;J;Independiente Formal
213825;54001;1;K;Independiente Informal
188786;13001;1;J;Independiente Formal
130482;11001;1;;
195978;54405;1;J;Independiente Formal
191629;11001;1;J;Independiente Formal
213099;66001;1;J;Independiente Formal
219687;25754;1;T;Transportador
209757;54405;1;F;Empleado ER
147599;11001;1;E;Empleado
203901;25473;1;H;Empleado ENR
217534;54874;1;J;Independiente Formal
193429;54001;1;J;Independiente Formal
205332;54001;1;J;Independiente Formal
136562;11001;1;;
212486;54001;1;K;Independiente Informal
210063;54001;1;J;Independiente Formal
211133;54001;1;J;Independiente Formal
226424;54001;1;J;Independiente Formal
235171;54001;1;T;Transportador
192363;68547;1;T;Transportador
215234;11001;1;H;Empleado ENR
220643;54874;1;F;Empleado ER
234241;50568;1;J;Independiente Formal
216806;54001;1;J;Independiente Formal
237081;54001;1;F;Empleado ER
195624;25175;1;F;Empleado ER
237026;11001;1;T;Transportador
155387;11001;1;I;Independiente
237167;54001;1;F;Empleado ER
218863;54001;1;T;Transportador
221995;54874;1;J;Independiente Formal
226158;54001;1;J;Independiente Formal
211535;54874;1;J;Independiente Formal
92208;54001;1;I;Independiente
206719;68307;1;F;Empleado ER
227429;54001;1;J;Independiente Formal
218936;54001;1;J;Independiente Formal
222184;54874;1;J;Independiente Formal
207759;54001;1;J;Independiente Formal
224970;54001;1;J;Independiente Formal
235862;66001;1;J;Independiente Formal
213316;54001;1;J;Independiente Formal
211191;11001;1;R;Rentista de Capital
199624;54518;1;J;Independiente Formal
206345;54498;1;J;Independiente Formal
208986;54405;1;J;Independiente Formal
175626;11001;1;E;Empleado
236103;54001;1;J;Independiente Formal
184587;11001;1;F;Empleado ER
219286;54001;1;T;Transportador
228671;54001;1;F;Empleado ER
210462;54001;1;J;Independiente Formal
189207;85001;1;;
222502;68001;1;J;Independiente Formal
235159;54001;1;P;Pensionado
170241;76863;1;F;Empleado ER
218495;20011;1;J;Independiente Formal
214709;54261;1;N;Comerciante
233568;54001;1;G;Ganadero
126593;11001;1;;
188993;13001;1;J;Independiente Formal
201859;54498;1;J;Independiente Formal
226246;54874;1;G;Ganadero
141682;50001;1;I;Independiente
198620;20011;1;N;Comerciante
100289;54498;1;E;Empleado
217036;68001;1;T;Transportador
203299;54498;1;J;Independiente Formal
223624;54001;1;J;Independiente Formal
234385;54498;1;T;Transportador
230027;68001;1;F;Empleado ER
31889;11001;1;E;Empleado
216866;11001;1;N;Comerciante
199496;54874;1;J;Independiente Formal
236393;54001;1;J;Independiente Formal
191344;54405;1;J;Independiente Formal
186607;11001;1;K;Independiente Informal
228579;54001;1;J;Independiente Formal
173639;11001;1;;
221182;54820;1;F;Empleado ER
204042;54172;1;T;Transportador
233899;54001;1;T;Transportador
200247;15001;1;H;Empleado ENR
186774;54001;1;;
215314;68276;1;J;Independiente Formal
201029;54405;1;J;Independiente Formal
192997;54405;1;J;Independiente Formal
216439;25736;1;J;Independiente Formal
234673;11001;1;F;Empleado ER
198538;5664;1;H;Empleado ENR
194022;5001;1;H;Empleado ENR
160342;63001;1;E;Empleado
162649;63594;1;I;Independiente
196346;66170;1;F;Empleado ER
169959;11001;1;;
154792;11001;1;E;Empleado
161245;11001;1;I;Independiente
225171;63470;1;J;Independiente Formal
192725;11001;1;F;Empleado ER
130685;11001;1;E;Empleado
186396;63001;1;O;Contratista
158742;63001;1;;
200224;76001;1;J;Independiente Formal
180263;63001;1;J;Independiente Formal
220126;11001;1;J;Independiente Formal
192228;63001;1;C;Agricultor
122376;20011;1;I;Independiente
147266;25290;1;I;Independiente
204298;68655;1;H;Empleado ENR
154204;11001;1;E;Empleado
198829;68655;1;I;Independiente
174210;68655;1;;
205950;68655;1;T;Transportador
130526;11001;1;I;Independiente
204570;68077;1;H;Empleado ENR
230127;11001;1;J;Independiente Formal
171989;68077;1;;
197311;11001;1;I;Independiente
234609;11001;1;K;Independiente Informal
155998;11001;1;I;Independiente
183380;11001;1;J;Independiente Formal
127772;11001;1;I;Independiente
181960;11001;1;J;Independiente Formal
234781;11001;1;J;Independiente Formal
202815;11001;1;J;Independiente Formal
171418;11001;1;J;Independiente Formal
