"credito";"codigo_ciudad";"cliente_tipo_identificacion";"codigo_ocupacion"
179339;11001;1;""
198170;11001;1;P
207377;8001;1;T
46113;11001;1;""
190937;11001;1;I
205565;11001;1;R
230164;11001;1;J
215729;11001;1;J
225049;11001;1;H
107072;11001;1;""
225170;11001;1;T
205568;11001;1;F
217762;11001;1;K
231689;11001;1;F
235916;50006;1;H
220098;11001;1;N
211000;19807;1;T
215421;11001;1;H
208764;11001;1;R
205782;11001;1;F
235515;11001;1;J
196872;50001;1;K
142494;11001;1;""
121264;11001;1;""
193909;11001;1;O
208607;11001;1;H
208960;11001;1;K
216616;11001;1;K
172164;11001;1;""
218690;11001;1;J
232391;11001;1;T
149135;73001;1;I
177876;25126;1;P
219169;25126;1;J
190553;11001;1;""
204821;25473;1;""
207048;11001;1; 
166622;11001;1;""
189741;85010;1;F
130470;11001;1;E
231105;11001;1;F
205201;11001;1;F
166336;11001;1;T
114327;11001;1;I
140805;50001;1;I
213934;11001;1;K
222902;11001;1;T
226164;11001;1;N
225696;11001;1;F
185986;25322;1;J
207511;17380;1;T
196775;11001;1;C
168307;11001;1;""
208290;11001;1;H
143749;11001;1;E
218922;11001;1;F
221555;11001;1;H
219525;11001;1;H
174011;11001;1;""
191071;11001;1;N
188508;25175;1;F
226397;11001;1;F
33800;11001;1;E
190191;11001;1;H
199623;11001;1;F
231462;11001;1;F
152195;11001;1;I
146251;11001;1;I
189439;11001;1;J
206809;11001;1;J
120864;11001;1;""
157099;11001;1;I
179400;50001;1;J
160926;11001;1;I
103990;11001;1;I
173653;11001;1;T
151817;25754;1;I
236044;11001;1;J
215900;25430;1;H
124121;11001;1;""
188289;11001;1;H
158974;25126;1;I
184910;11001;1;J
218883;11001;1;F
172663;11001;1;J
142398;11001;1;I
234817;11001;1;K
205814;11001;1;H
148427;11001;1;""
213422;11001;1;F
221210;11001;1;K
188382;11001;1;H
190078;11001;1;J
225381;11001;1;R
215336;11001;1;N
205463;11001;1;F
217369;25430;1;K
195279;11001;1;J
188869;25843;1;J
169151;25214;1;I
233214;25754;1;F
166920;11001;1;N
188109;11001;1;F
142788;25269;1;I
201077;11001;1;F
224124;11001;1;H
212915;11001;1;H
195282;11001;1;R
203365;25430;1;K
183417;11001;1;J
125204;25175;1;E
215416;25175;1;J
210596;11001;1;H
221359;50001;1;J
193572;11001;1;P
157713;25175;1;J
128110;11001;1;""
132047;11001;1;I
200105;11001;1;F
213166;25286;1;F
183731;11001;1;I
226767;11001;1;T
235705;11001;1;K
231854;11001;1;F
152717;11001;1;""
212205;11001;1;R
148406;11001;1;I
236868;11001;1;T
172649;11001;1;I
183310;11001;1;""
168095;11001;1;E
213356;11001;1;J
177542;11001;1;J
163098;25799;1;""
128513;25214;1;""
140295;11001;1;J
142083;11001;1;E
218197;11001;1;H
185213;11001;1;J
114748;11001;1;I
190485;11001;1;I
231782;11001;1;J
133325;11001;1;E
155253;25754;1;E
230545;11001;1;K
153950;11001;1;E
209369;11001;1;J
162418;11001;1;I
207987;11001;1;T
228890;73001;1;O
173907;11001;1;T
197723;11001;1;R
235233;50001;1;H
219655;11001;1;F
213453;50001;1;K
116778;11001;1;E
228894;25473;1;J
163820;25214;1;J
175409;11001;1;T
203369;11001;1;F
220435;11001;1;K
203831;11001;1;J
196145;11001;1;F
237248;25175;1;J
183808;11001;1;H
233839;11001;1;J
175370;25899;1;F
162530;11001;1;""
198473;11001;1;J
219848;5318;1;J
166616;25754;1;""
217653;11001;1;N
164505;11001;1;E
184224;11001;1;N
216576;50001;1;N
169107;11001;1;""
211643;11001;1;J
155041;11001;1;""
197435;11001;1;K
198482;11001;1;""
207704;11001;1;F
133123;11001;1;E
189784;25754;1;P
147039;11001;1;P
215099;11001;1;H
235011;11001;1;J
70070;11001;1;I
219981;11001;1;T
224282;11001;1;K
236649;11001;1;J
196851;11001;1;E
229923;11001;1;J
154663;11001;1;E
149605;11001;1;""
232142;11001;1;H
172845;25269;1;P
210874;11001;1;F
212026;11001;1;K
131840;11001;1;""
183978;11001;1;J
197045;11001;1;K
226953;11001;1;J
235277;85001;1;F
146543;25286;1;""
236579;11001;1;J
48791;11001;1;""
224193;11001;1;N
191580;15001;1;""
196169;11001;1;""
189465;11001;1;F
209913;11001;1;J
224358;25473;1;K
227505;11001;1;K
161198;11001;1;""
222210;11001;1;N
195673;11001;1;""
122607;11001;1;E
131866;11001;1;I
206671;11001;1;H
182693;11001;1;""
215558;68001;1;J
225064;11001;1;T
189159;11001;1;""
188049;11001;1;K
232939;25754;1;K
201575;11001;1;F
228599;25754;1;N
233995;11001;1;T
57994;11001;1;E
218025;11001;1;J
186320;11001;1;N
215844;11001;1;R
168327;11001;1;I
182928;11001;1;""
146593;11001;1;E
176601;11001;1;""
189335;25307;1;T
237602;5001;1;J
183305;11001;1;F
187479;11001;1;H
162759;11001;1;I
178380;25473;1;""
143802;11001;1;I
170503;11001;1;N
214257;11001;1;J
184131;11001;1;""
196194;11001;1;T
234787;11001;1;N
180314;11001;1;T
219036;11001;1;K
226914;25430;1;P
123464;11001;1;I
192862;50001;1;F
209312;11001;1;K
204733;25754;1;T
221641;11001;1;J
187107;11001;1;T
233599;25745;1;J
192133;25286;1;T
218300;11001;1;P
179921;85001;1;J
214243;11001;1;F
119266;25473;1;E
174792;11001;1;T
151147;11001;1;I
162279;11001;1;I
205654;11001;1;H
210349;11001;1;T
211522;11001;1;J
220051;5001;1;J
173185;11001;1;H
158161;11001;1;I
163550;11001;1;""
237046;13001;1;T
227886;11001;1;H
128962;11001;1;""
235583;11001;1;J
169241;11001;1;J
209134;11001;1;J
185282;11001;1;T
150035;11001;1;E
221734;11001;1;H
152045;11001;1;I
180044;11001;1;H
158871;11001;1;""
152058;11001;1;I
168157;11001;1;""
184298;25214;1;J
166441;11001;1;E
156220;11001;1;E
221592;11001;1;J
210778;25175;1;H
160219;25175;1;E
232633;25126;1;F
177263;11001;1;H
216802;11001;1;J
173576;47001;1;H
234348;25377;1;K
232378;11001;1;J
127845;11001;1;""
213048;68276;1;K
229932;11001;1;K
153009;11001;1;E
184470;11001;1;K
179559;11001;1;T
216245;11001;1;K
218206;11001;1;J
155373;11001;1;E
146416;11001;1;E
185479;25817;1;H
212209;11001;1;K
188963;11001;1;J
86967;11001;1;E
97800;11001;1;I
232048;25473;1;F
200084;11001;1;F
187314;25473;1;""
200160;11001;1;F
227775;11001;1;K
151058;66001;1;""
170090;11001;1;""
191002;25899;1;""
164175;11001;1;""
166522;11001;1;""
218738;76001;1;J
174031;11001;1;""
177539;11001;1;T
225299;11001;1;F
189763;11001;1;I
217059;25899;1;F
168641;11001;1;E
154256;11001;1;G
193223;25175;1;F
234468;25175;1;F
185060;11001;1;""
169901;11001;1;F
172782;11001;1;F
229564;11001;1;H
187997;25817;1;K
226570;50001;1;J
225088;11001;1;H
187661;11001;1;J
186268;11001;1;J
203268;11001;1;F
188519;25175;1;""
228886;25377;1;J
236040;25126;1;H
231398;11001;1;J
164535;11001;1;I
211820;11001;1;K
229240;11001;1;J
227885;11001;1;F
168587;11001;1;K
53525;11001;1;E
192270;11001;1;N
167822;11001;1;F
230341;11001;1;K
215283;11001;1;J
216983;11001;1;J
210014;50001;1;J
236165;11001;1;K
169200;50001;1;""
203406;11001;1;F
197720;11001;1;F
185398;25175;1;J
156553;76001;1;""
83160;11001;1;E
202744;15001;1;J
163865;11001;1;I
179664;11001;1;""
229398;11001;1;F
236968;25214;1;F
219472;11001;1;J
120594;11001;1;I
182149;25899;1;""
159317;11001;1;I
190630;11001;1;T
198651;11001;1;I
214131;11001;1;K
211202;11001;1;T
117928;25899;1;E
181099;11001;1;I
202472;11001;1;K
229190;25175;1;R
191197;25175;1;F
187766;11001;1;J
212785;11001;1;J
211108;11001;1;F
228355;11001;1;J
225229;50150;1;K
225657;11001;1;H
191635;25377;1;F
218621;11001;1;F
180002;11001;1;""
168125;11001;1;E
173193;11001;1;""
230719;11001;1;J
188254;68001;1;J
191110;11001;1;H
179837;11001;1;E
99814;11001;1;I
199304;11001;1;H
169491;11001;1;E
187903;11001;1;F
160408;25799;1;E
190520;11001;1;H
215355;11001;1;J
149096;11001;1;E
187853;11001;1;""
212767;11001;1;F
212956;50006;1;G
223679;11001;1;H
210913;11001;1;F
233005;11001;1;J
154148;11001;1;E
215596;85001;1;J
213892;25473;1;T
224219;11001;1;F
172776;11001;1;F
39774;11001;1;""
183102;11001;1;J
197120;11001;1;""
130181;25473;1;E
236454;73001;1;H
142985;11001;1;""
183867;11001;1;K
218185;11001;1;T
167116;11001;1;I
155392;11001;1;E
200917;11001;1;H
225686;11001;1;F
139050;11001;1;E
201799;11001;1;K
209531;11001;1;F
196142;25126;1;F
167250;25214;1;I
194945;25430;1;F
190990;11001;1;""
184953;11001;1;""
129964;11001;1;E
211426;11001;1;J
173229;11001;1;""
155092;11001;1;E
189755;11001;1;F
188063;11001;1;J
173157;11001;1;F
163300;11001;1;I
206663;25126;1;K
193988;11001;1;""
183946;25473;1;I
192504;11001;1;J
198889;11001;1;F
195512;11001;1;""
186637;76001;1;""
174714;11001;1;O
164668;11001;1;E
213674;11001;1;F
214744;50006;1;T
185772;11001;1;F
192523;11001;1;F
159678;25286;1;E
194727;11001;1;F
166170;11001;1;I
214822;11001;1;O
233496;25754;1;F
215184;5001;1;T
187709;11001;1;J
218588;11001;1;N
209056;11001;1;F
148126;11001;1;""
152192;25899;1;H
216289;11001;1;J
230539;11001;1;J
220344;50150;1;J
174610;11001;1;F
188754;11001;1;F
185508;11001;1;""
213317;11001;1;F
52297;11001;1;E
62859;11001;1;I
175621;11001;1;E
232585;11001;1;K
171476;11001;1;J
129126;11001;1;E
130663;11001;1;I
79962;11001;1;E
176838;73268;1;K
204297;11001;1;H
165970;25126;1;E
233243;25430;1;J
183790;11001;1;N
178339;11001;1;E
213895;25754;1;K
229301;25799;1;T
231047;11001;1;H
128406;50006;1;""
219971;25269;1;F
196908;11001;1;E
145601;11001;1;""
219803;11001;1;T
193775;73349;1;T
67884;11001;1;""
136429;11001;1;I
230664;11001;1;H
223198;25754;1;J
167133;11001;1;""
166146;11001;1;J
210878;11001;1;F
188072;11001;1;""
205910;11001;1;H
198784;11001;1;E
214783;25754;1;H
208934;11001;1;T
131292;11001;1;""
186326;11001;1;J
93935;11001;1;E
220396;50001;1;H
204674;11001;1;J
172273;11001;1;""
227310;11001;1;C
221358;25290;1;J
103639;11001;1;E
197233;76001;1;F
133334;11001;1;E
223217;11001;1;H
189483;11001;1;K
166697;11001;1;E
115495;11001;1;I
206145;11001;1;F
169995;11001;1;J
220368;66170;1;J
224763;25214;1;J
236455;11001;1;F
200139;5001;1;K
165823;11001;1;E
173295;11001;1;""
219390;11001;1;K
116995;11001;1;I
214470;11001;1;J
171991;11001;1;J
198392;11001;1;F
196733;11001;1;R
227736;11001;1;K
191550;25754;1;K
186295;11001;1;J
218858;11001;1;T
159524;11001;1;""
211032;11001;1;H
222202;11001;1;K
179977;11001;1;J
211618;25473;1;J
213374;11001;1;J
223776;11001;1;T
220128;11001;1;J
175470;25175;1;""
175193;50313;1;""
152405;11001;1;""
234552;11001;1;J
176566;11001;1;""
206616;11001;1;H
197175;25260;1;T
219080;11001;1;K
214800;11001;1;T
211448;11001;1;J
203996;11001;1;T
229973;11001;1;H
159274;11001;1;E
185276;11001;1;K
179957;11001;1;K
223146;11001;1;F
167588;11001;1;E
178661;11001;1;K
215498;11001;1;J
205361;11001;1;K
230526;11001;1;J
182410;11001;1;J
187935;85250;1;""
199858;11001;1;J
233563;11001;1;R
204942;11001;1;J
148382;11001;1;E
192209;11001;1;F
177604;11001;1;F
188656;11001;1;T
212512;50001;1;K
148073;11001;1;E
195688;11001;1;J
232394;11001;1;O
170039;11001;1;""
157696;11001;1;E
229370;11001;1;N
181997;11001;1;E
78617;25279;1;I
141231;11001;1;E
214165;11001;1;T
233179;11001;1;T
235802;54001;1;J
229872;25473;1;J
169170;25473;1;""
195549;11001;1;E
217074;11001;1;H
231094;11001;1;K
141800;25214;1;E
182652;11001;1;T
160330;11001;1;I
183839;25126;1;T
144339;25286;1;I
223096;11001;1;N
205478;11001;1;T
169098;11001;1;I
216484;25473;1;K
195065;11001;1;J
165169;11001;1;I
204465;11001;1;J
152300;25312;1;I
207560;11001;1;H
201662;25754;1;T
211624;25754;1;T
113897;11001;1;I
176616;25769;1;""
131125;11001;1;""
235587;11001;1;K
188345;11001;1;""
190701;25740;1;""
175373;25754;1;T
162771;25754;1;E
196859;11001;1;E
133322;11001;1;""
180614;11001;1;E
171420;11001;1;J
189404;11001;1;J
145509;11001;1;""
142493;25754;1;H
210448;11001;1;H
190663;11001;1;""
121817;25754;1;I
190569;11001;1;""
176956;25754;1;F
212773;11001;1;J
159165;11001;1;I
187281;25754;1;F
225502;11001;1;K
211164;11001;1;J
212650;11001;1;K
205182;25754;1; 
192027;11001;1;H
192746;11001;1;K
232286;25290;1;T
206928;11001;1;A
158288;25126;1;I
223166;11001;1;H
152256;50313;1;""
192830;11001;1;E
176498;11001;1;K
213832;11001;1;R
30190;11001;1;E
228020;25754;1;H
217382;11001;1;P
180174;11001;1;F
176776;11001;1;""
174211;11001;1;F
227276;11001;1;K
236351;11001;1;H
155265;11001;1;I
224900;15759;1;K
174285;11001;1;K
224671;11001;1;H
200109;25754;1;K
175902;11001;1;F
234187;11001;1;J
196105;11001;1;T
164726;25754;1;E
218202;11001;1;J
175117;11001;1;""
187570;11001;1;K
161597;11001;1;""
187711;11001;1;""
202177;11001;1;K
146814;11001;1;E
130029;11001;1;E
146425;11001;1;I
172175;25754;1;""
229991;25175;1;J
180611;11001;1;K
221217;11001;1;N
179229;50001;1;H
159935;11001;1;""
147856;11001;1;E
212572;11001;1;F
237439;11001;1;J
128397;11001;1;I
211319;25754;1;N
177260;11001;1;K
187954;11001;1;""
226622;11001;1;J
127195;11001;1;E
129577;11001;1;""
161203;11001;1;N
161605;25473;1;I
208937;11001;1;J
174754;11001;1;H
151308;11001;1;I
158673;11001;1;E
231827;11001;1;K
236161;11001;1;F
216399;11001;1;N
100761;11001;1;I
228653;11001;1;F
232031;11001;1;H
210302;11001;1;J
185156;11001;1;F
192135;11001;1;J
237229;11001;1;P
189944;25473;1;T
52444;11001;1;I
165198;25126;1;I
161942;11001;1;I
231204;11001;1;T
100978;11001;1;""
185349;63001;1;H
143904;11001;1;""
213124;11001;1;J
217013;11001;1;J
216432;11001;1;J
160495;11001;1;I
169430;11001;1;H
236127;25758;1;F
182680;11001;1;K
138928;11001;1;""
178881;50006;1;T
179711;11001;1;F
145128;11001;1;E
211222;50001;1;N
168858;11001;1;""
208306;11001;1;T
161794;11001;1;I
174882;11001;1;P
210118;25754;1;F
162990;11001;1;I
213679;68081;1;F
215195;8001;1;F
221882;11001;1;H
196835;11001;1;F
180789;11001;1;""
176361;25126;1;""
202430;11001;1;T
153076;11001;1;E
224944;11001;1;H
233238;11001;1;N
32544;11001;1;E
209987;11001;1;J
201482;25430;1;F
227291;11001;1;J
187580;11001;1;F
216066;25754;1;K
231663;11001;1;T
231759;11001;1;J
188226;25430;1;""
217972;11001;1;J
218569;11001;1;F
170970;85001;1;E
234190;11001;1;J
214246;25473;1;F
177208;11001;1;""
183717;11001;1;""
222340;11001;1;T
187934;11001;1;""
188688;25754;1;J
226629;11001;1;N
223898;11001;1;I
149927;11001;1;I
222981;25799;1;F
233869;11001;1;H
197408;11001;1;J
169257;25754;1;E
186766;11001;1;E
128390;11001;1;E
222558;11001;1;F
193839;11001;1;F
157927;11001;1;I
209057;25754;1;E
226181;11001;1;J
172215;50001;1;J
210116;11001;1;T
175397;11001;1;T
225178;11001;1;J
219646;11001;1;J
197491;11001;1;N
180931;25286;1;T
220777;11001;1;T
203373;11001;1;F
201131;11001;1;J
231176;11001;1;K
106996;11001;1;I
145634;11001;1;""
171117;25754;1;""
137455;11001;1;I
195344;11001;1;I
188144;11001;1;E
167515;11001;1;K
211377;11001;1;T
229029;11001;1;T
189976;11001;1;N
193699;11001;1;""
189845;11001;1;R
221927;25473;1;T
213884;11001;1;K
233269;25214;1;J
155878;76364;1;E
229427;11001;1;T
224665;11001;1;H
179940;11001;1;""
195983;11001;1;""
161178;11001;1;I
174609;11001;1;""
48418;11001;1;I
182351;11001;1;""
204002;11001;1;J
230342;11001;1;J
41172;11001;1;""
235425;11001;1;T
165793;11001;1;""
216293;11001;1;T
192487;11001;1;K
183663;11001;1;T
229325;11001;1;K
154362;11001;1;""
232102;25175;1;H
210027;11001;1;H
208258;11001;1;F
141804;11001;1;I
195670;25754;1;H
210124;25473;1;J
231387;11001;1;F
138369;11001;1;I
231054;11001;1;T
166082;11001;1;E
144677;11001;1;H
220102;25312;1;J
150078;25754;1;E
190437;11001;1;K
147945;11001;1;I
126910;11001;1;I
123038;11001;1;E
146533;11001;1;""
216136;11001;1;H
219802;25473;1;J
193741;11001;1;E
225254;11001;1;K
223785;11001;1;H
227159;11001;1;F
212596;11001;1;J
187493;11001;1;F
157904;11001;1;I
220830;11001;1;T
143610;11001;1;E
172394;11001;1;F
59189;11001;1;E
120011;11001;1;""
190506;11001;1;""
207455;11001;1;J
155391;11001;1;E
192517;11001;1;J
142510;50001;1;I
205987;11001;1;F
215380;11001;1;O
142904;50001;1;I
216345;25320;1;N
237342;11001;1;K
158987;25473;1;""
225601;25754;1;K
184486;11001;1;F
215929;11001;1;J
200997;11001;1;J
140474;25286;1;E
220096;25040;1;F
144084;25286;1;""
174163;11001;1;I
180953;11001;1;""
193405;11001;1;""
209184;66170;1;N
193260;11001;1;""
228079;11001;1;T
200859;11001;1;F
180226;11001;1;I
191783;11001;1;J
202603;11001;1;J
91257;11001;1;E
174768;25839;1;T
225011;11001;1;T
173581;25126;1;H
187420;11001;1;J
151148;11001;1;I
169099;11001;1;I
161255;85001;1;""
197095;25899;1;F
210505;11001;1;F
99619;11001;1;E
198885;50001;1;P
197540;11001;1;J
217320;11001;1;T
215438;11001;1;J
187782;25473;1;F
205703;11001;1;J
228080;11001;1;F
174115;11001;1;""
199381;11001;1;I
206484;11001;1;T
175763;11001;1;""
223642;11001;1;H
163553;85001;1;""
230304;11001;1;J
226021;11001;1;J
211922;5001;1;T
211608;11001;1;O
141360;11001;1;E
206929;11001;1;H
167755;11001;1;I
131721;11001;1;E
236994;11001;1;K
171474;11001;1;K
216489;11001;1;J
219188;11001;1;J
199462;11001;1;F
153855;25430;1;E
191686;11001;1;""
171357;11001;1;""
198765;11001;1;E
131850;11001;1;I
167305;11001;1;""
225722;5266;1;F
145116;11001;1;I
130327;11001;1;E
188514;11001;1;""
197122;11001;1;J
181589;11001;1;""
183504;11001;1;F
229296;11001;1;N
151909;11001;1;""
183718;11001;1;J
215372;11001;1;F
186835;50001;1;""
196883;11001;1;E
88935;11001;1;I
135966;11001;1;I
167945;11001;1;""
221709;11001;1;J
117494;11001;1;I
159927;11001;1;A
180590;11001;1;E
201751;11001;1;K
162330;11001;1;""
173204;11001;1;H
166874;11001;1;I
181254;11001;1;J
177451;11001;1;""
143775;11001;1;""
216441;11001;1;H
148256;11001;1;""
223204;50001;1;T
216222;11001;1;F
202775;11001;1;F
234979;11001;1;K
212783;11001;1;T
201067;11001;1;J
140579;11001;1;J
205774;11001;1;F
187513;11001;1;T
223154;85001;1;J
185484;11001;1;""
114091;11001;1;""
182820;11001;1;J
176075;11001;1;""
219196;11001;1;H
162322;11001;1;I
184309;11001;1;""
131805;11001;1;""
206014;11001;1;I
182102;11001;1;""
190055;25817;1;""
212317;11001;1;H
233149;11001;1;J
235085;11001;1;K
191460;11001;1;T
226327;11001;1;P
124145;11001;1;I
217805;11001;1;F
176897;11001;1;""
202624;25286;1;J
188326;25754;1;T
183217;11001;1;J
214668;11001;1;J
216551;11001;1;J
166240;11001;1;""
155507;25473;1;I
232802;15600;1;K
224559;11001;1;T
156511;11001;1;""
202561;11001;1;K
232305;11001;1;J
197608;11001;1;J
216868;11001;1;K
176291;11001;1;J
146179;11001;1;I
171461;11001;1;J
217108;11001;1;J
219789;11001;1;T
43650;11001;1;E
178667;50001;1;K
231969;11001;1;J
215939;11001;1;T
217450;11001;1;H
199386;11001;1;T
46965;11001;1;""
235626;25175;1;J
126513;11001;1;E
198906;11001;1;N
229420;11001;1;R
173756;11001;1;F
50019;11001;1;""
196780;11001;1;T
172901;25754;1;K
236177;25430;1;F
144029;11001;1;I
188609;11001;1;J
201972;11001;1;T
173821;11001;1;F
154358;11001;1;E
79678;11001;1;E
209842;11001;1;T
145921;11001;1;E
216749;11001;1;F
208972;11001;1;J
182966;11001;1;""
220576;11001;1;H
226218;11001;1;F
153187;15676;1;E
234526;25260;1;J
171233;11001;1;N
213880;25430;1;K
176841;11001;1;H
136096;11001;1;I
130633;25175;1;""
144429;11001;1;E
182137;25126;1;""
158268;11001;1;""
199367;25126;1;F
179640;11001;1;K
132211;11001;1;""
225706;11001;1;J
214004;11001;1;R
156181;11001;1;""
199129;11001;1;O
153343;25126;1;""
146719;11001;1;""
147385;11001;1;I
183671;11001;1;J
180438;11001;1;""
155967;11001;1;E
223643;11001;1;J
157281;11001;1;E
148825;11001;1;J
194360;11001;1;F
167297;11001;1;E
177345;11001;1;""
208555;11001;1;H
163637;11001;1;F
196701;25286;1;P
234128;11001;1;K
225336;11001;1;J
190923;11001;1;J
184016;11001;1;""
139722;11001;1;E
192244;11001;1;T
195360;11001;1;E
161322;11001;1;E
236961;11001;1;J
191258;11001;1;J
231307;11001;1;J
144500;11001;1;I
200174;11001;1;J
173414;11001;1;J
225971;11001;1;J
190600;11001;1;J
229452;25126;1;F
156957;11001;1;""
205494;68077;1;H
146938;11001;1;""
142394;11001;1;""
200626;11001;1;E
229162;11001;1;J
221388;11001;1;T
158619;11001;1;""
175521;11001;1;I
187888;11001;1;J
215719;11001;1;J
130906;11001;1;I
233439;5088;1;F
233134;25899;1;K
221829;11001;1;H
213253;11001;1;T
168080;25154;1;I
180952;11001;1;T
214552;11001;1;J
198555;11001;1;""
166847;11001;1;E
91761;11001;1;""
145635;11001;1;I
174104;11001;1;I
176293;11001;1;J
153032;11001;1;""
186990;11001;1;H
194044;11001;1;E
173501;11001;1;E
211040;25754;1;J
181054;11001;1;T
205428;73001;1;F
214133;11001;1;H
133088;11001;1;E
154828;11001;1;E
201572;25754;1;J
160531;11001;1;E
160558;11001;1;""
165899;11001;1;I
222287;11001;1;T
198900;11001;1;F
203536;11001;1;J
237565;17001;1;T
140879;11001;1;E
232242;11001;1;J
145351;25799;1;I
175727;11001;1;J
185222;11001;1;J
165722;11001;1;I
137554;11001;1;""
128351;11001;1;""
218361;11001;1;H
129776;11001;1;E
216893;11001;1;H
230456;11001;1;T
111152;11001;1;I
203788;11001;1;H
201037;11001;1;J
185279;11001;1;J
170926;50001;1;I
153041;11001;1;I
166529;11001;1;I
156940;11001;1;""
144786;11001;1;I
143237;11001;1;I
219601;11001;1;J
169773;11001;1;""
174498;11001;1;J
176055;11001;1;""
162506;11001;1;""
160027;11001;1;I
206822;11001;1;K
224885;11001;1;K
232534;11001;1;J
213449;25126;1;F
117995;11001;1;E
133844;11001;1;I
177150;11001;1;H
226233;11001;1;J
126743;11001;1;E
192930;11001;1;J
196904;11001;1;T
210330;11001;1;H
162912;11001;1;I
229933;11001;1;N
234777;11001;1;F
230794;11001;1;H
191105;11001;1;F
75822;11001;1;I
190692;11001;1;""
175357;11001;1;J
146247;11001;1;E
156417;63130;1;""
218905;50001;1;J
189077;11001;1;F
125777;11001;1;I
121576;11001;1;""
174784;11001;1;J
210350;11001;1;J
177180;66001;1;""
125458;11001;1;I
141733;25843;1;I
208554;11001;1;J
178685;25754;1;J
130531;11001;1;I
148517;11001;1;I
175853;11001;1;""
207960;11001;1;H
143634;11001;1;I
141454;11001;1;""
199436;25754;1;I
152226;11001;1;E
236958;11001;1;O
224735;11001;1;T
130134;11001;1;""
168433;25754;1;J
184715;11001;1;""
221423;11001;1;F
157465;11001;1;E
135702;11001;1;I
197485;11001;1;T
150755;11001;1;I
213111;11001;1;T
187765;15001;1;J
184320;11001;1;P
209196;11001;1;J
183386;50001;1;J
162202;25126;1;E
144055;11001;1;E
178619;11001;1;H
194701;11001;1;E
182023;11001;1;E
126142;11001;1;E
139348;11001;1;I
195079;11001;1;J
207405;11001;1;J
186639;11001;1;J
176873;11001;1;J
221193;25175;1;F
213827;11001;1;N
137682;11001;1;E
123482;25754;1;I
136300;11001;1;""
222719;54001;1;H
164086;25473;1;""
165435;11001;1;E
86509;11001;1;I
220489;25899;1;K
219661;11001;1;R
225487;11001;1;F
122514;11001;1;""
215123;11001;1;F
196937;11001;1;F
232355;25754;1;F
209225;11001;1;F
204645;11001;1;T
192311;11001;1;N
191634;11001;1;""
218483;11001;1;O
221301;11001;1;N
172121;11001;1;""
185867;11001;1;""
177298;11001;1;I
172565;11001;1;""
170699;11001;1;F
202998;11001;1;F
186375;11001;1;E
107592;25175;1;I
182004;11001;1;N
224996;11001;1;K
233035;11001;1;J
153642;11001;1;""
226620;11001;1;K
92217;11001;1;E
156436;11001;1;E
168492;11001;1;E
217168;11001;1;H
55111;11001;1;E
209741;25430;1;F
211042;11001;1;T
189846;11001;1;""
181097;11001;1;T
133070;11001;1;I
158164;11001;1;I
218938;11001;1;K
199337;5631;1;H
155764;11001;1;I
211976;11001;1;N
132731;25286;1;E
173851;11001;1;P
142306;11001;1;E
234548;11001;1;T
191359;11001;1;F
207819;11001;1;K
217156;11001;1;N
197519;11001;1;K
166972;11001;1;I
228729;11001;1;F
172029;50001;1;J
201032;11001;1;F
216443;11001;1;F
173127;11001;1;K
179734;11001;1;I
232488;41001;1;N
223545;11001;1;N
167347;11001;1;I
100515;11001;1;I
140994;11001;1;""
177406;11001;1;T
178853;25754;1;F
156941;11001;1;E
174009;11001;1;E
216763;11001;1;R
142805;11001;1;I
192534;11001;1;T
190185;11001;1;J
216401;11001;1;F
187472;11001;1;F
195623;50006;1;""
202373;25286;1;F
190984;15238;1;T
215615;11001;1;H
181457;11001;1;F
215276;25769;1;T
50970;11001;1;E
192690;25286;1;T
65841;11001;1;E
233158;11001;1;F
188372;11001;1;""
123174;25754;1;E
230481;11001;1;N
200921;11001;1;H
216648;11001;1;K
178294;11001;1;E
197048;11001;1;O
233623;11001;1;J
196696;25175;1;J
178195;11001;1;J
168150;11001;1;""
220407;25754;1;J
106401;11001;1;E
100765;11001;1;E
201794;11001;1;K
136427;11001;1;I
235969;11001;1;J
188449;11001;1;E
214420;11001;1;F
193414;11001;1;E
186770;11001;1;H
178744;11001;1;T
235202;11001;1;F
188996;11001;1;T
185899;73268;1;""
228572;25286;1;J
202946;11001;1;J
198284;11001;1;F
217384;50001;1;J
211996;11001;1;H
234330;11001;1;K
90476;25754;1;E
174143;25430;1;""
126684;11001;1;""
131077;11001;1;I
88258;11001;1;E
230701;11001;1;K
135869;73449;1;E
214098;11001;1;J
149062;11001;1;I
231683;11001;1;K
199018;11001;1;H
219106;25290;1;H
226601;11001;1;J
196243;25126;1;K
214830;11001;1;J
224378;11001;1;J
213640;8001;1;F
133301;11001;1;I
231658;11001;1;F
227480;25126;1;F
197773;11001;1;H
185511;11001;1;""
156898;11001;1;E
227829;25754;1;F
216575;50001;1;H
175420;11001;1;K
93222;11001;1;E
120667;11001;1;I
223650;25878;1;J
196900;11001;1;T
187193;11001;1;T
198489;11001;1;T
126056;11001;1;E
211982;11001;1;H
221728;11001;1;J
169327;11001;1;F
137005;11001;1;""
219471;11001;1;T
220994;11001;1;F
231263;11001;1;J
188592;11001;1;""
230758;25754;1;T
154736;11001;1;""
236202;11001;1;T
132642;11001;1;""
232417;25430;1;F
221766;54001;1;J
130615;11001;1;E
229770;15759;1;T
169719;11001;1;E
213064;11001;1;J
170198;11001;1;""
